json_path,sentence_idx,sentence_text,sentence_hash
"['segments', 0, 'content', 'title']",0,Scored quiz <br/><strong>Module 1</strong>,82fe96ea71b666673de2e09faf17845167a0760ba2f7053e27e59cc548fd7512
"['segments', 0, 'content', 'intro']",0,This quiz covers all the lessons in this module.,de042818b2bd383a52f743ae34bb8f79ca794d18103a41a80f4f991247c08549
"['segments', 0, 'content', 'intro']",1,You must achieve 80% to pass.,6beef70e01a309ba06162ca97da81e59a2e856dcc8a53c867061bd009c75cc07
"['segments', 0, 'content', 'intro']",2,Good luck!,853d0afd9c941f2ab62cd22ac74c341b0a2463184d18904870b796628f313cfc
"['segments', 0, 'content', 'labels', 'correct']",0,Correct,aca01a1a3a27d35c264a8104b0f2817aa31a8a29f8eec1e6cceddc6ac208c723
"['segments', 0, 'content', 'labels', 'question']",0,Question,289aff12b04274cb04b8f7dbf486ba8b3528c6fd16b60b9a31d31ce23b339236
"['segments', 0, 'content', 'labels', 'result']",0,Quiz Result,61e75c19cb3b46035f614a4c8a5cd42751177120ebd0e5b14c792830ede9418a
"['segments', 0, 'content', 'labels', 'score']",0,Your score,5f49fcc8ddf7cde23eaaaf70b2f470cc982c6fe64a4f2fcbd246ef52baea6200
"['segments', 0, 'content', 'labels', 'passingScore']",0,Minimum passing score,49326703cff45e3b29ae10c9158d889000c9c25a805bc3a71d2b78394948e441
"['segments', 0, 'content', 'labels', 'startButton']",0,Start Quiz,56628cf8456967189d6b9c687e1723ee4d51c6434309cacc9acef434f9588830
"['segments', 0, 'content', 'labels', 'nextButton']",0,Next,1ff57a29d7c9d11bdf61c1b80f2b289b44c1ea844824d4b94a0d52b6ba5fc858
"['segments', 0, 'content', 'labels', 'submitButton']",0,Submit,155f816c0407310c0dab222493370773e045ee7fe04e6c9a951b07f495531264
"['segments', 0, 'content', 'labels', 'retryButton']",0,Replay,c8dae6371b33b8d67fdbd138fd28e89eefbd7af6b764f282b0872812b06a150c
"['segments', 0, 'content', 'labels', 'passed']",0,Passed,436fe71bb9561f0596161c4d50c7b23327b4189acaf63dc89f4f9205b67a7528
"['segments', 0, 'content', 'labels', 'failed']",0,Not passed,519157af297e57fa19d15f005c62b22f2f97afcdfbda8934896c0ce7266591ce
"['segments', 0, 'content', 'questions', 0, 'prompt']",0,What percent of global greenhouse gas emissions can be attributed to energy production and use?,7a77f14f164c85fdc5404fcde66f502b8c8453e6251ac1493e144caf35dcae66
"['segments', 0, 'content', 'questions', 0, 'options', 0, 'value']",0,0.75,ce5d3aa79ae56155078af52e8fac68eb2d0a78489f82bc26c1e1bbc667ba9fde
"['segments', 0, 'content', 'questions', 0, 'options', 1, 'value']",0,0.9,8139b33952401b3ee0e2ca84651cb9a1d7f66d442bf908f9cf1f53ea746e5801
"['segments', 0, 'content', 'questions', 0, 'options', 2, 'value']",0,0.6,b4af4e0d40391d3a00179d935c63b7e15ba8cd3dfa29f218dedc270bd3eb3e79
"['segments', 0, 'content', 'questions', 0, 'options', 3, 'value']",0,0.3,221764976efe04132774d96b0253cc31434c5261737469324f222621baf34b20
"['segments', 0, 'content', 'questions', 0, 'messages', 'correct', 'title']",0,Correct,aca01a1a3a27d35c264a8104b0f2817aa31a8a29f8eec1e6cceddc6ac208c723
"['segments', 0, 'content', 'questions', 0, 'messages', 'correct', 'body']",0,"Energy is the dominant contributor to climate change, so much so, that reaching zero carbon emissions is dependent on an energy transition and leapfrogging historic energy development pathways.",d43e1534b6a542ce03b4e4345e7776ed9e786bc30fad482dc5d4485c665600e0
"['segments', 0, 'content', 'questions', 0, 'messages', 'wrong', 'title']",0,Incorrect,a8a57dbc076774bf9ccc791d7f0d74fada5e36e20004eb080d5de7773ba17de2
"['segments', 0, 'content', 'questions', 0, 'messages', 'wrong', 'body']",0,"Energy is the dominant contributor to climate change, so much so, that reaching zero carbon emissions is dependent on an energy transition and leapfrogging historic energy development pathways.",d43e1534b6a542ce03b4e4345e7776ed9e786bc30fad482dc5d4485c665600e0
"['segments', 0, 'content', 'questions', 1, 'prompt']",0,What relationship does energy have with HDI?,2ec25bd83ec297db1371d3de00fb5fa8ce9146cd1f930b7fa400c20bfe58e7d6
"['segments', 0, 'content', 'questions', 1, 'options', 0, 'value']",0,More energy increases human development,48a413247ca5dafa939a3fb09be41409c282e80e779d57c9c173bd411b89cd8d
"['segments', 0, 'content', 'questions', 1, 'options', 1, 'value']",0,Human development increases energy production and consumption,58973b2cb2ecac9941d65d858959f661133809e450eb317b694228112511c483
"['segments', 0, 'content', 'questions', 1, 'options', 2, 'value']",0,Both 1 and 2,5a3d254567622ecb9a31fabb963e32e7fcf4874d674f2db13709b82a1b0eabc0
"['segments', 0, 'content', 'questions', 1, 'options', 3, 'value']",0,Neither option is correct,21711e047aa74cb98d18978a628ac5c35e72a548c071df7522f1fb5ae5f9ab2b
"['segments', 0, 'content', 'questions', 1, 'messages', 'correct', 'title']",0,Correct,aca01a1a3a27d35c264a8104b0f2817aa31a8a29f8eec1e6cceddc6ac208c723
"['segments', 0, 'content', 'questions', 1, 'messages', 'correct', 'body']",0,"Energy and HDI have a relationship similar to the chicken and the egg - it is unclear which factor influences the other, disproving a causal relationship.",5e82dd982356cad7e18559b70d058c2607b24d4d7e34c09c4ac4b3f52e9987bd
"['segments', 0, 'content', 'questions', 1, 'messages', 'correct', 'body']",1,"However, we know that increased energy consumption leads to higher HDI, and higher HDI leads to increased energy production and consumption.",636ea0b63e7334672f08091302c9aa1aad1569c5da9f384088b5949b9202b63f
"['segments', 0, 'content', 'questions', 1, 'messages', 'wrong', 'title']",0,Incorrect,a8a57dbc076774bf9ccc791d7f0d74fada5e36e20004eb080d5de7773ba17de2
"['segments', 0, 'content', 'questions', 1, 'messages', 'wrong', 'body']",0,"Energy and HDI have a relationship similar to the chicken and the egg - it is unclear which factor influences the other, disproving a causal relationship.",5e82dd982356cad7e18559b70d058c2607b24d4d7e34c09c4ac4b3f52e9987bd
"['segments', 0, 'content', 'questions', 1, 'messages', 'wrong', 'body']",1,"However, we know that increased energy consumption leads to higher HDI, and higher HDI leads to increased energy production and consumption.",636ea0b63e7334672f08091302c9aa1aad1569c5da9f384088b5949b9202b63f
"['segments', 0, 'content', 'questions', 2, 'prompt']",0,How does energy access increase gender equality?,1e0a7ac389f59d4afb9e29afc54da17279f1aade05eb222551efa1ab68600ace
"['segments', 0, 'content', 'questions', 2, 'options', 0, 'value']",0,Reducing time poverty for women and girls,7fa77c60e9dc25f2a7c52ea225fa3ed6337cc95af17f4a8995e2e07fa66e4b43
"['segments', 0, 'content', 'questions', 2, 'options', 1, 'value']",0,Increasing men's employment opportunities in the renewable energy sector,32e238209fb5f00b0da1ec675a99a4ccdc5ca28c346467b622929f5fdbb2a5e1
"['segments', 0, 'content', 'questions', 2, 'options', 2, 'value']",0,Increasing security for women and girls,b3be4bfe3157f9fd2302ad58184a286467ef3b739908014e07389e3bfd2eaaa3
"['segments', 0, 'content', 'questions', 2, 'options', 3, 'value']",0,Both A & C,088372d358cfdb85862dead5b4cf7f31b945850fa85a6244496607a73c3bb5d0
"['segments', 0, 'content', 'questions', 2, 'messages', 'correct', 'title']",0,Correct,aca01a1a3a27d35c264a8104b0f2817aa31a8a29f8eec1e6cceddc6ac208c723
"['segments', 0, 'content', 'questions', 2, 'messages', 'correct', 'body']",0,"Women and girls are believed, in some regions, to be spending up to 18 hours weekly on wood gathering and household cooking (UNDP, 2022).",b2ab492555d8241378a48c439356bebf9b4beaf74df142bec81990598e19fae4
"['segments', 0, 'content', 'questions', 2, 'messages', 'correct', 'body']",1,"Therefore, access to clean energy directly aids in reducing women's time poverty.",d8ff3530aaa695bbb04920cfd3d7ab67f8d3f1104872263b3eba9307ec10e168
"['segments', 0, 'content', 'questions', 2, 'messages', 'correct', 'body']",2,"Public outdoor lighting increases security for women and girls, allowing more autonomy after dark and reducing exposure to gender-based violence.",e9e36c496a6cff525364df8292cff2905d3c917b5c551d5be262d69ada0449f2
"['segments', 0, 'content', 'questions', 2, 'messages', 'wrong', 'title']",0,Incorrect,a8a57dbc076774bf9ccc791d7f0d74fada5e36e20004eb080d5de7773ba17de2
"['segments', 0, 'content', 'questions', 2, 'messages', 'wrong', 'body']",0,"Women and girls are believed, in some regions, to be spending up to 18 hours weekly on wood gathering and household cooking (UNDP, 2022).",b2ab492555d8241378a48c439356bebf9b4beaf74df142bec81990598e19fae4
"['segments', 0, 'content', 'questions', 2, 'messages', 'wrong', 'body']",1,"Therefore, access to clean energy directly aids in reducing women's time poverty.",d8ff3530aaa695bbb04920cfd3d7ab67f8d3f1104872263b3eba9307ec10e168
"['segments', 0, 'content', 'questions', 2, 'messages', 'wrong', 'body']",2,"Public outdoor lighting increases security for women and girls, allowing more autonomy after dark and reducing exposure to gender-based violence.",e9e36c496a6cff525364df8292cff2905d3c917b5c551d5be262d69ada0449f2
"['segments', 0, 'content', 'questions', 3, 'prompt']",0,How efficient is the global energy system?,609ba624ccecd76c4a0e878800c35c7813bbbb99a6bf4d11b4a32a2b12f7e53b
"['segments', 0, 'content', 'questions', 3, 'options', 0, 'value']",0,1,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b
"['segments', 0, 'content', 'questions', 3, 'options', 1, 'value']",0,0.93,faf3c0009927f75ba8b5502aef06674c99ef23e098b860bb02a683932562957f
"['segments', 0, 'content', 'questions', 3, 'options', 2, 'value']",0,0.55,a2cffa866c48b997372a62104161ba89e68fb439c418fc2559e2a32c44987ce8
"['segments', 0, 'content', 'questions', 3, 'options', 3, 'value']",0,0.37,347effe255a4e184f77baf14637aa83fb2db1f9d66b4eb1940937f626894de15
"['segments', 0, 'content', 'questions', 3, 'messages', 'correct', 'title']",0,Correct,aca01a1a3a27d35c264a8104b0f2817aa31a8a29f8eec1e6cceddc6ac208c723
