json_path,sentence_idx,sentence_text,sentence_hash
"['segments', 0, 'content', 'chapter', 'label']",0,Chapter,548c31f731ec2c86146a5170a2f394b0e0975a74ad035e1fd73fae9c369e18c5
"['segments', 0, 'content', 'title']",0,Interlinkages between Energy and Other SDGs,57d5e13039d2d2d1f2ff063d3140afb459757fb331a904ea2b61ff5cdbe5868c
"['segments', 0, 'content', 'cta']",0,"Scroll, tab or use your keyboard to move ahead",280f2e746722b7009a86771bdee071839dc8af72ba2bfec63b6e4f9a3eb17196
"['segments', 0, 'content', 'intro']",0,M1: Introduction to Sustainable Energy System Transformation,6bf2c702d4e3ac9f44497b00ce2b69d6c6dba17ad3530bd948ce00d0ac6fec6a
"['segments', 1, 'content', 'text_elements', 0, 'content', 'text']",0,<strong>Chapter 2 Overview</strong>,0a64cf98eef7d691cc749524a6f4bdd30130c9abc042ec613ad0262dda1ce843
"['segments', 1, 'content', 'text_elements', 1, 'content', 'text']",0,"<strong>Since the 2030 Agenda for Sustainable Development was conceived to be integrated and indivisible, the SDGs are interlinked and interdependent by design.",07b8139a93912a65a36cd25e084fa5605fe8965dea0d6d4766b7281812a05163
"['segments', 1, 'content', 'text_elements', 1, 'content', 'text']",1,"SDG Interlinkages refer to the complex network of interconnections among goals, targets and indicators.",ba5bc154e976d76caa4c67a811ab78c7096e2e7d6a2dd131ecca2570a2f0c41a
"['segments', 1, 'content', 'text_elements', 1, 'content', 'text']",2,"<br /><br /></strong>Actions toward one SDG can have positive or negative impacts on others, varying across geographical and temporal scales.",579849458caf0d431c77b0eb5d4bbd0cde4571c369ad16f8dc44c5976cb74556
"['segments', 1, 'content', 'text_elements', 1, 'content', 'text']",3,Understanding this complexity and the directionality of change is key for achieving the Agenda goals while safeguarding against negative feedback loops/externalities.,b6fc7f3f1aec072c8c1784cdd391b076680d791e23cae5c3bbeff859270bf98b
"['segments', 1, 'content', 'text_elements', 1, 'content', 'text']",4,"Such an approach facilitates the creation of integrated solutions that drive simultaneous progress across multiple SDGs by maximizing synergies and minimizing trade-offs, which aids in optimizing resources and accelerating response times.",8fad0a8a0068ee2139cdb9a0a220579f439fb498c11f4e4768f634e6a25ff1b4
"['segments', 1, 'content', 'text_elements', 1, 'content', 'text']",5,"<br /><br />However, solutions are not one-size-fits-all; they demand tailored approaches aligned with national priorities.",3e0ab11fccc079a00c49c5aad4b6ee53aeb2163e01256cee82281cff96fe7f80
"['segments', 1, 'content', 'text_elements', 1, 'content', 'text']",6,"This chapter aims to empower participants as change-makers and leaders in innovative sustainable development solutions, fostering multiple SDG achievements within energy initiatives.",11b92a2ca866e6ed807c84b55f0b9521b7a464bc4f4a45e186fac460dd26831b
"['segments', 1, 'content', 'text_elements', 1, 'content', 'text']",7,"The lessons elucidate the complex relationship between electricity access and clean cooking (SDG 7.1), renewable energy (SDG 7.2) and energy efficiency (SDG 7.3) and other SDGs.",45e9d90536497e99d88c159de2ba1ca79b3a45d7cc6871a724c1fd83df1c45b1
"['segments', 2, 'content', 'intro']",0,Next up,c5ae65235e0aa6ba5ccb0c1985dff33587cba83fec6429f303918aef2e0de793
"['segments', 2, 'content', 'title']",0,Next Lesson,66ea9630b7398f3a220e6d5025c585147e83ed212d10f51bdbedcfb5c9e87472
"['segments', 2, 'content', 'cta']",0,Start learning,ac1796280ca0f3c1cde0883e9bf82901393b7816878e56a97af1969f982e5e64
