json_path,sentence_idx,sentence_text,sentence_hash
"['segments', 0, 'content', 'module', 'label']",0,Module,f148224ae44fb843af83a04ca8ce59812e45afe345f05530b6f6d5058c5c6d3f
"['segments', 0, 'content', 'title']",0,The Climate Change-Energy Nexus,c78f4f705afb8499ab74a97dafc18581aea8aa7c0afe06c2d384ca3849c2e76b
"['segments', 0, 'content', 'cta']",0,"Scroll, tab or use your keyboard to move ahead",280f2e746722b7009a86771bdee071839dc8af72ba2bfec63b6e4f9a3eb17196
"['segments', 1, 'content', 'text_elements', 0, 'content', 'text']",0,<strong>MODULE 6 OVERVIEW</strong>,ff3fb3a8458d540599438fdb9218fb7a8d6c1a000a95645201f7a37216013107
"['segments', 1, 'content', 'text_elements', 1, 'content', 'text']",0,"This module examines the critical relationship between energy systems and climate change, underscoring the urgent need for a global shift toward sustainable energy.",f92ecda64fe110d992d4955468094d7490c37db2dd1aebcdb94ae52fda0be678
"['segments', 1, 'content', 'text_elements', 1, 'content', 'text']",1,"With the energy sector responsible for approximately 75% of global greenhouse gas emissions, the module highlights the significant carbon footprint of energy production and consumption.",351a2c224755292b155dae0e67ddaf816b30f99a8ce05de9797aafe6c5fea584
"['segments', 1, 'content', 'text_elements', 1, 'content', 'text']",2,"It explores the pressing challenges posed by climate change and the imperative to transition to zero-carbon and renewable energy sources to mitigate these impacts.<br />The module also addresses the vulnerability of energy infrastructure to climate-related risks, such as extreme weather events and rising temperatures.",b1bd60072dca1c1d64467149e4a6e283e3ad211fa907177c4adebc9cc16ec892
"['segments', 1, 'content', 'text_elements', 1, 'content', 'text']",3,"It advocates for adaptive measures, including the development of resilient grid systems and the integration of distributed energy resources to complement traditional centralized infrastructure.<br />Finally, the module emphasizes the transformative role of renewable energy in enhancing climate resilience.",304d6d0f2e390ac073f3d0baaeb123afe1161a28046214d30de7857f5a6f0c3d
"['segments', 1, 'content', 'text_elements', 1, 'content', 'text']",4,"Through real-world examples, it showcases how renewable energy solutions can be successfully integrated into disaster preparedness and response, ensuring a more sustainable and secure energy future.",0cddf84b2deaf03605e349d32dce5b2bd9e077ff9746f2812ae02929a9e1bdd9
"['segments', 3, 'content', 'title']",0,Learning Objectives,301b843724f10ba740cee6f3a1c67ec9828e73e12f9f84017b8188ec6115541d
"['segments', 3, 'content', 'intro']",0,If you only have space to remember 3 things:,1805dede6eca63f0a5cf0c3055d6867e78811955cdf224b637f423525d79b8b6
"['segments', 3, 'content', 'objectives', 0, 'title']",0,Examine the significant contribution of energy systems to global greenhouse gas emissions and evaluate the pathways for transitioning to net-zero energy production and consumption by mid-century.,2831942895d2b51b656a2788d1ba21e4a788a97c39064913eecb6005b69b70d4
"['segments', 3, 'content', 'objectives', 1, 'title']",0,"Assess the vulnerabilities of energy infrastructure to climate-related risks, including extreme weather events and long-term climate stressors, and identify strategies to mitigate these challenges.",c5adf53e5355a162ea16efb595ff09b7ca28b9cecbea5903fa41a526e7e774b6
"['segments', 3, 'content', 'objectives', 2, 'title']",0,"Evaluate the role of renewable energy technologies and other sustainable solutions in decarbonizing the end-use sectors, considering their environmental, economic, and social implications.",6c67a6640098035475ab153b8140bd1afb42c2fb917d8a2999c20baff4335019
"['segments', 3, 'content', 'objectives', 3, 'title']",0,Understand the role of sustainable energy solutions in climate adaptation strategies.,59c9c2de8bd9443cd096eb927713d34a6a750160344596be121813056c42152a
"['segments', 4, 'content', 'intro']",0,Next up,c5ae65235e0aa6ba5ccb0c1985dff33587cba83fec6429f303918aef2e0de793
"['segments', 4, 'content', 'title']",0,Chapter 1 Introduction,4967392e984184d343aa7f07af423fbd17562cc0b2dccfe55404d5e8cfb2ba6b
"['segments', 4, 'content', 'cta']",0,Start learning,ac1796280ca0f3c1cde0883e9bf82901393b7816878e56a97af1969f982e5e64
