json_path,sentence_idx,sentence_text,sentence_hash
"['segments', 0, 'content', 'title']",0,Scored quiz <br/><strong>Module 6</strong>,f76c31df1695121c05c6e1db82060c4758f62c188be89d743b22004bb7c68ed9
"['segments', 0, 'content', 'intro']",0,This quiz covers all the lessons in this module.,de042818b2bd383a52f743ae34bb8f79ca794d18103a41a80f4f991247c08549
"['segments', 0, 'content', 'intro']",1,You must achieve 80% to pass.,6beef70e01a309ba06162ca97da81e59a2e856dcc8a53c867061bd009c75cc07
"['segments', 0, 'content', 'intro']",2,Good luck!,853d0afd9c941f2ab62cd22ac74c341b0a2463184d18904870b796628f313cfc
"['segments', 0, 'content', 'labels', 'correct']",0,Correct,aca01a1a3a27d35c264a8104b0f2817aa31a8a29f8eec1e6cceddc6ac208c723
"['segments', 0, 'content', 'labels', 'question']",0,Question,289aff12b04274cb04b8f7dbf486ba8b3528c6fd16b60b9a31d31ce23b339236
"['segments', 0, 'content', 'labels', 'result']",0,Quiz Result,61e75c19cb3b46035f614a4c8a5cd42751177120ebd0e5b14c792830ede9418a
"['segments', 0, 'content', 'labels', 'score']",0,Your score,5f49fcc8ddf7cde23eaaaf70b2f470cc982c6fe64a4f2fcbd246ef52baea6200
"['segments', 0, 'content', 'labels', 'passingScore']",0,Minimum passing score,49326703cff45e3b29ae10c9158d889000c9c25a805bc3a71d2b78394948e441
"['segments', 0, 'content', 'labels', 'startButton']",0,Start Quiz,56628cf8456967189d6b9c687e1723ee4d51c6434309cacc9acef434f9588830
"['segments', 0, 'content', 'labels', 'nextButton']",0,Next,1ff57a29d7c9d11bdf61c1b80f2b289b44c1ea844824d4b94a0d52b6ba5fc858
"['segments', 0, 'content', 'labels', 'submitButton']",0,Submit,155f816c0407310c0dab222493370773e045ee7fe04e6c9a951b07f495531264
"['segments', 0, 'content', 'labels', 'retryButton']",0,Replay,c8dae6371b33b8d67fdbd138fd28e89eefbd7af6b764f282b0872812b06a150c
"['segments', 0, 'content', 'labels', 'passed']",0,Passed,436fe71bb9561f0596161c4d50c7b23327b4189acaf63dc89f4f9205b67a7528
"['segments', 0, 'content', 'labels', 'failed']",0,Not passed,519157af297e57fa19d15f005c62b22f2f97afcdfbda8934896c0ce7266591ce
"['segments', 0, 'content', 'questions', 0, 'prompt']",0,What percentage of total global greenhouse gas emissions is attributed to the energy sector?,f9002dfa02fb070644c00278b003529f71ea98a262fca980e76a531154869a60
"['segments', 0, 'content', 'questions', 0, 'options', 0, 'value']",0,About 45%,851d058fa1d78d0c86ac2795b63d93e565e093c2dfa5736aea6d064453dbc72d
"['segments', 0, 'content', 'questions', 0, 'options', 1, 'value']",0,Around 60%,20396c580d100e3aed9474b062ee482af704134d5e71eb8b9a5f48c8e1ab3dcd
"['segments', 0, 'content', 'questions', 0, 'options', 2, 'value']",0,Approximately 75%,5137301e4f530f9d21ba61277f7691e80d2a30b602753668f4be74900e4129f1
"['segments', 0, 'content', 'questions', 0, 'options', 3, 'value']",0,Less than 25%,797de70908746378662cd253aa5557a8330b16710d67df501d89f04cfee959a4
"['segments', 0, 'content', 'questions', 0, 'messages', 'correct', 'title']",0,Correct,aca01a1a3a27d35c264a8104b0f2817aa31a8a29f8eec1e6cceddc6ac208c723
"['segments', 0, 'content', 'questions', 0, 'messages', 'correct', 'body']",0,"The energy sector is responsible for roughly 75% of total global GHG emissions, making it the largest contributor to climate change.",1483f6b2b718121cab2590926f6c8788e5663754321d1f38b41bdd5119d2e27a
"['segments', 0, 'content', 'questions', 0, 'messages', 'wrong', 'title']",0,Incorrect,a8a57dbc076774bf9ccc791d7f0d74fada5e36e20004eb080d5de7773ba17de2
"['segments', 0, 'content', 'questions', 0, 'messages', 'wrong', 'body']",0,"The energy sector is responsible for roughly 75% of total global GHG emissions, making it the largest contributor to climate change.",1483f6b2b718121cab2590926f6c8788e5663754321d1f38b41bdd5119d2e27a
"['segments', 0, 'content', 'questions', 1, 'prompt']",0,Which of the following greenhouse gases has the highest global warming potential (GWP) among those commonly emitted by the energy sector?,8135c498836574201fad799bc0a5fc0ea2f1d394fd49106ae203a58282886748
"['segments', 0, 'content', 'questions', 1, 'options', 0, 'value']",0,Carbon dioxide (CO₂),fda37f0cee7d0f471d9d736428192e83f0f444708539eb33365be30f190d1a22
"['segments', 0, 'content', 'questions', 1, 'options', 1, 'value']",0,Methane (CH₄),6f618d7364857a7045809bebe653e226f30d143dcde150654b2693a1b66d8134
"['segments', 0, 'content', 'questions', 1, 'options', 2, 'value']",0,Nitrous oxide (N₂O),68dc93a9b0bc4563be9fabdd274447858dfda96a7ad45cbab5e04e267b2cff08
"['segments', 0, 'content', 'questions', 1, 'options', 3, 'value']",0,Sulfur hexafluoride (SF₆),065f5e7cbc65e6fab7b5b4b21748371306fbae6ce62c30fd1c9b5bf8dc7226d3
"['segments', 0, 'content', 'questions', 1, 'messages', 'correct', 'title']",0,Correct,aca01a1a3a27d35c264a8104b0f2817aa31a8a29f8eec1e6cceddc6ac208c723
"['segments', 0, 'content', 'questions', 1, 'messages', 'correct', 'body']",0,"SF₆ has the highest GWP—about 25,200 times that of CO₂—making it a critical target for emission reductions in energy distribution.",184e955e913851641f910e8c09ad6c996c6403437589c072377852c63c649544
"['segments', 0, 'content', 'questions', 1, 'messages', 'wrong', 'title']",0,Incorrect,a8a57dbc076774bf9ccc791d7f0d74fada5e36e20004eb080d5de7773ba17de2
"['segments', 0, 'content', 'questions', 1, 'messages', 'wrong', 'body']",0,"SF₆ has the highest GWP—about 25,200 times that of CO₂—making it a critical target for emission reductions in energy distribution.",184e955e913851641f910e8c09ad6c996c6403437589c072377852c63c649544
"['segments', 0, 'content', 'questions', 2, 'prompt']",0,What are key environmental impacts associated with the development of renewable energy infrastructure?,a941b27deaaeeaeac734eef167ac487f6b9db8f04f2f3361ff2d781b1b5be19a
"['segments', 0, 'content', 'questions', 2, 'options', 0, 'value']",0,Habitat disruption,263b7cdfd5b4c179833972fdb9a5344db7a2180d519c6903c72f8a9b2c456dea
"['segments', 0, 'content', 'questions', 2, 'options', 1, 'value']",0,Air pollution from power plants,95ff1e4b1c6732358f751e0de8a92a0e1e94c47d018f3d18c0f298a36b263550
"['segments', 0, 'content', 'questions', 2, 'options', 2, 'value']",0,Land use conflicts,6b46ed69187e1914ad8ae9c0e17f5d5d35f1c9e874ee123242eb0ec3a5268a27
