json_path,sentence_idx,sentence_text,sentence_hash
"['segments', 0, 'content', 'title']",0,Scored quiz <br/><strong>Module 8</strong>,a8135c9a14e8bbce219e6e22fb915e13d9466f547a2a3a2e150e1efb1c4b7821
"['segments', 0, 'content', 'intro']",0,This quiz covers all the lessons in this module.,de042818b2bd383a52f743ae34bb8f79ca794d18103a41a80f4f991247c08549
"['segments', 0, 'content', 'intro']",1,You must achieve 80% to pass.,6beef70e01a309ba06162ca97da81e59a2e856dcc8a53c867061bd009c75cc07
"['segments', 0, 'content', 'intro']",2,Good luck!,853d0afd9c941f2ab62cd22ac74c341b0a2463184d18904870b796628f313cfc
"['segments', 0, 'content', 'labels', 'correct']",0,Correct,aca01a1a3a27d35c264a8104b0f2817aa31a8a29f8eec1e6cceddc6ac208c723
"['segments', 0, 'content', 'labels', 'question']",0,Question,289aff12b04274cb04b8f7dbf486ba8b3528c6fd16b60b9a31d31ce23b339236
"['segments', 0, 'content', 'labels', 'result']",0,Quiz Result,61e75c19cb3b46035f614a4c8a5cd42751177120ebd0e5b14c792830ede9418a
"['segments', 0, 'content', 'labels', 'score']",0,Your score,5f49fcc8ddf7cde23eaaaf70b2f470cc982c6fe64a4f2fcbd246ef52baea6200
"['segments', 0, 'content', 'labels', 'passingScore']",0,Minimum passing score,49326703cff45e3b29ae10c9158d889000c9c25a805bc3a71d2b78394948e441
"['segments', 0, 'content', 'labels', 'startButton']",0,Start Quiz,56628cf8456967189d6b9c687e1723ee4d51c6434309cacc9acef434f9588830
"['segments', 0, 'content', 'labels', 'nextButton']",0,Next,1ff57a29d7c9d11bdf61c1b80f2b289b44c1ea844824d4b94a0d52b6ba5fc858
"['segments', 0, 'content', 'labels', 'submitButton']",0,Submit,155f816c0407310c0dab222493370773e045ee7fe04e6c9a951b07f495531264
"['segments', 0, 'content', 'labels', 'retryButton']",0,Replay,c8dae6371b33b8d67fdbd138fd28e89eefbd7af6b764f282b0872812b06a150c
"['segments', 0, 'content', 'labels', 'passed']",0,Passed,436fe71bb9561f0596161c4d50c7b23327b4189acaf63dc89f4f9205b67a7528
"['segments', 0, 'content', 'labels', 'failed']",0,Not passed,519157af297e57fa19d15f005c62b22f2f97afcdfbda8934896c0ce7266591ce
"['segments', 0, 'content', 'questions', 0, 'prompt']",0,What is one of the main factors driving increased electricity demand in buildings by 2050?,d6a25f39d7db55a9bbf6a2a42ede61365192ac4a81fee107b1ad2e4723d68c65
"['segments', 0, 'content', 'questions', 0, 'options', 0, 'value']",0,Greater use of natural gas,bf1462c75f021a6868f5c5f7573060d7655ee7270093c340fd22a19f1d014163
"['segments', 0, 'content', 'questions', 0, 'options', 1, 'value']",0,Increased use of air conditioning and cooling,2cc53e658809e9101740ce1790dfacf8d0b7a42b4291d843e398937bbedbafe7
"['segments', 0, 'content', 'questions', 0, 'options', 2, 'value']",0,Decline in rural populations,4a33996e2b54829fcfdd42814a6afd6fcd3ecdc19cf461bae7d306be29e4b9c0
"['segments', 0, 'content', 'questions', 0, 'options', 3, 'value']",0,Less reliance on digital devices,ff22b7991fad8b143872798da675da67943fe7e5a746553da45e8226c5aa201f
"['segments', 0, 'content', 'questions', 0, 'messages', 'correct', 'title']",0,Correct,aca01a1a3a27d35c264a8104b0f2817aa31a8a29f8eec1e6cceddc6ac208c723
"['segments', 0, 'content', 'questions', 0, 'messages', 'correct', 'body']",0,"Rising demand for residential cooling, particularly in emerging markets, is expected to triple by 2050, becoming a major contributor to increased electricity use in buildings.",da76f0601b14b2f8c9d291019659f41cef21afda6481d0137d5d2e4dac642e5f
"['segments', 0, 'content', 'questions', 0, 'messages', 'wrong', 'title']",0,Incorrect,a8a57dbc076774bf9ccc791d7f0d74fada5e36e20004eb080d5de7773ba17de2
"['segments', 0, 'content', 'questions', 0, 'messages', 'wrong', 'body']",0,"Rising demand for residential cooling, particularly in emerging markets, is expected to triple by 2050, becoming a major contributor to increased electricity use in buildings.",da76f0601b14b2f8c9d291019659f41cef21afda6481d0137d5d2e4dac642e5f
"['segments', 0, 'content', 'questions', 1, 'prompt']",0,Which region is expected to see the most growth in middle-class households by 2034?,75cb930fb6cfa997739a34fb9d1435ec4fb34eee9ab089c2280b0e6ac91dac30
"['segments', 0, 'content', 'questions', 1, 'options', 0, 'value']",0,Sub-Saharan Africa,d3a0eebaf9e002b2dcaa843bbaa3dc768a00a743bdb52faf9a9fd9476ce32a94
"['segments', 0, 'content', 'questions', 1, 'options', 1, 'value']",0,Europe,e595f45dc6c9e7665d108e8ea7940885a42e492918a522d44a1fc35494a4aa48
"['segments', 0, 'content', 'questions', 1, 'options', 2, 'value']",0,Asia-Pacific,7a7576709af8604bdfaa6a24dfb49bdd9ab32a721f26e3fc37907103989940db
"['segments', 0, 'content', 'questions', 1, 'options', 3, 'value']",0,South America,ff588b4101673e2dfdd21041b6d5bf583703ff5d296fe5c606c5489132220ef7
"['segments', 0, 'content', 'questions', 1, 'messages', 'correct', 'title']",0,Correct,aca01a1a3a27d35c264a8104b0f2817aa31a8a29f8eec1e6cceddc6ac208c723
"['segments', 0, 'content', 'questions', 1, 'messages', 'correct', 'body']",0,"Asia-Pacific will host two-thirds of all middle-class households in emerging markets by 2029, with China and India seeing the largest increases.",81e85acf2d1430865a7784c83da8314389d665faca2cf8cc4b773e27410eef2a
"['segments', 0, 'content', 'questions', 1, 'messages', 'wrong', 'title']",0,Incorrect,a8a57dbc076774bf9ccc791d7f0d74fada5e36e20004eb080d5de7773ba17de2
"['segments', 0, 'content', 'questions', 1, 'messages', 'wrong', 'body']",0,"Asia-Pacific will host two-thirds of all middle-class households in emerging markets by 2029, with China and India seeing the largest increases.",81e85acf2d1430865a7784c83da8314389d665faca2cf8cc4b773e27410eef2a
"['segments', 0, 'content', 'questions', 2, 'prompt']",0,"Under the Net Zero Emissions (NZE) scenario, what percentage of energy demand is met by clean energy by 2050?",54440dae4509e274a03a0265d249b208842471131443094f673b9b668717220e
"['segments', 0, 'content', 'questions', 2, 'options', 0, 'value']",0,0.4,f3e360d89952f40d3b79d0b07dd0b94f1cbf9017cba5d2a5f8128e4146d6e3c1
"['segments', 0, 'content', 'questions', 2, 'options', 1, 'value']",0,0.58,74fd51f12be22b7a4709875983a1e592098f69b0019aedbb2abeb21b72a12e42
"['segments', 0, 'content', 'questions', 2, 'options', 2, 'value']",0,0.75,ce5d3aa79ae56155078af52e8fac68eb2d0a78489f82bc26c1e1bbc667ba9fde
"['segments', 0, 'content', 'questions', 2, 'options', 3, 'value']",0,0.9,8139b33952401b3ee0e2ca84651cb9a1d7f66d442bf908f9cf1f53ea746e5801
"['segments', 0, 'content', 'questions', 2, 'messages', 'correct', 'title']",0,Correct,aca01a1a3a27d35c264a8104b0f2817aa31a8a29f8eec1e6cceddc6ac208c723
"['segments', 0, 'content', 'questions', 2, 'messages', 'correct', 'body']",0,"In the NZE scenario, 90% of global energy demand is expected to be met by clean energy by 2050.",ce9b8db125cbf3cb3d9c0eef927694e13c168b94157b01979f3351d7dada3e61
"['segments', 0, 'content', 'questions', 2, 'messages', 'wrong', 'title']",0,Incorrect,a8a57dbc076774bf9ccc791d7f0d74fada5e36e20004eb080d5de7773ba17de2
"['segments', 0, 'content', 'questions', 2, 'messages', 'wrong', 'body']",0,"In the NZE scenario, 90% of global energy demand is expected to be met by clean energy by 2050.",ce9b8db125cbf3cb3d9c0eef927694e13c168b94157b01979f3351d7dada3e61
"['segments', 0, 'content', 'questions', 3, 'prompt']",0,Which of the following is a challenge associated with increased digitalization of energy systems?,0f598649cb0368e67f258dfa36aaaca294a77b5102ef7bd43f1f5a28f9fb0ba9
"['segments', 0, 'content', 'questions', 3, 'options', 0, 'value']",0,Reduced energy demand,093a2d7b4c02bf0122395aaaec86ec98e8fa2577a743a87599face6969a1aa27
"['segments', 0, 'content', 'questions', 3, 'options', 1, 'value']",0,Increased fossil fuel consumption,2997950e4eeb60104f9896aca65f0692b58a87922fe7d48c27a109ab08e6df65
"['segments', 0, 'content', 'questions', 3, 'options', 2, 'value']",0,Cybersecurity risks,6c1b222fe4405f33a8d156e5e2a6e0d11f536f0f77477a35dfb10db48f879610
"['segments', 0, 'content', 'questions', 3, 'options', 3, 'value']",0,Lower electricity prices,b56452e1a591db18922a94c7fcd6426f40df7e679640f6910c97c82d78c89a46
"['segments', 0, 'content', 'questions', 3, 'messages', 'correct', 'title']",0,Correct,aca01a1a3a27d35c264a8104b0f2817aa31a8a29f8eec1e6cceddc6ac208c723
"['segments', 0, 'content', 'questions', 3, 'messages', 'correct', 'body']",0,Digitalization introduces new cybersecurity vulnerabilities as power grids and systems become more connected.,16e8db19711420918107864607fdfbeabd407b3920f11ab3bc0b07fec057711d
"['segments', 0, 'content', 'questions', 3, 'messages', 'wrong', 'title']",0,Incorrect,a8a57dbc076774bf9ccc791d7f0d74fada5e36e20004eb080d5de7773ba17de2
