json_path,sentence_idx,sentence_text,sentence_hash
"['segments', 0, 'content', 'title']",0,Scored quiz <br/><strong>Module 7</strong>,65db3e32b8c2dee14a85321765b22b5e551a6292940b0d7df0e6835a9c986268
"['segments', 0, 'content', 'intro']",0,This quiz covers all the lessons in this module.,de042818b2bd383a52f743ae34bb8f79ca794d18103a41a80f4f991247c08549
"['segments', 0, 'content', 'intro']",1,You must achieve 80% to pass.,6beef70e01a309ba06162ca97da81e59a2e856dcc8a53c867061bd009c75cc07
"['segments', 0, 'content', 'intro']",2,Good luck!,853d0afd9c941f2ab62cd22ac74c341b0a2463184d18904870b796628f313cfc
"['segments', 0, 'content', 'labels', 'correct']",0,Correct,aca01a1a3a27d35c264a8104b0f2817aa31a8a29f8eec1e6cceddc6ac208c723
"['segments', 0, 'content', 'labels', 'question']",0,Question,289aff12b04274cb04b8f7dbf486ba8b3528c6fd16b60b9a31d31ce23b339236
"['segments', 0, 'content', 'labels', 'result']",0,Quiz Result,61e75c19cb3b46035f614a4c8a5cd42751177120ebd0e5b14c792830ede9418a
"['segments', 0, 'content', 'labels', 'score']",0,Your score,5f49fcc8ddf7cde23eaaaf70b2f470cc982c6fe64a4f2fcbd246ef52baea6200
"['segments', 0, 'content', 'labels', 'passingScore']",0,Minimum passing score,49326703cff45e3b29ae10c9158d889000c9c25a805bc3a71d2b78394948e441
"['segments', 0, 'content', 'labels', 'startButton']",0,Start Quiz,56628cf8456967189d6b9c687e1723ee4d51c6434309cacc9acef434f9588830
"['segments', 0, 'content', 'labels', 'nextButton']",0,Next,1ff57a29d7c9d11bdf61c1b80f2b289b44c1ea844824d4b94a0d52b6ba5fc858
"['segments', 0, 'content', 'labels', 'submitButton']",0,Submit,155f816c0407310c0dab222493370773e045ee7fe04e6c9a951b07f495531264
"['segments', 0, 'content', 'labels', 'retryButton']",0,Replay,c8dae6371b33b8d67fdbd138fd28e89eefbd7af6b764f282b0872812b06a150c
"['segments', 0, 'content', 'labels', 'passed']",0,Passed,436fe71bb9561f0596161c4d50c7b23327b4189acaf63dc89f4f9205b67a7528
"['segments', 0, 'content', 'labels', 'failed']",0,Not passed,519157af297e57fa19d15f005c62b22f2f97afcdfbda8934896c0ce7266591ce
"['segments', 0, 'content', 'questions', 0, 'prompt']",0,A Ministry of Energy seeks to optimize off-grid investments in underserved rural zones but has limited household-level data.,c11d6624f906addce90b236f4522ea3b7e2b08910d8b42a59496abe302e43169
"['segments', 0, 'content', 'questions', 0, 'prompt']",1,Which of the following techniques could most effectively identify priority areas for electrification?,b36aada1cf1a91dfabda938caeff6acdeea986480f5b89c253d9244e008425f0
"['segments', 0, 'content', 'questions', 0, 'options', 0, 'value']",0,Cost–Benefit Analysis using national grid maps,807baf00b0cf5871b2d746930692ed72758fbe228d09ade84001f88839c254ee
"['segments', 0, 'content', 'questions', 0, 'options', 1, 'value']",0,Supervised Machine Learning using labeled access data and satellite imagery,51c1e75efc4990fa05fc81eae548cac39f265d66e73262fde39f4a431ca5dbe7
"['segments', 0, 'content', 'questions', 0, 'options', 2, 'value']",0,Surveys with national census teams,404b1daf2598c4acc3f5a34a0e3b0a73dc8944ab6b2fb9cee508a238e9f913ec
"['segments', 0, 'content', 'questions', 0, 'options', 3, 'value']",0,Public consultation reports,1578acdf4a99d27a5135d493ed7ee541dc407f38f748ddb55f6061b12867597b
"['segments', 0, 'content', 'questions', 0, 'messages', 'correct', 'title']",0,Correct,aca01a1a3a27d35c264a8104b0f2817aa31a8a29f8eec1e6cceddc6ac208c723
"['segments', 0, 'content', 'questions', 0, 'messages', 'correct', 'body']",0,Supervised ML trained on remote sensing and labeled access data can estimate electrification status and prioritize interventions.,3428e13c86b093783bacf77586bdd66181656c13b03b6966d097993c0394e723
"['segments', 0, 'content', 'questions', 0, 'messages', 'wrong', 'title']",0,Incorrect,a8a57dbc076774bf9ccc791d7f0d74fada5e36e20004eb080d5de7773ba17de2
"['segments', 0, 'content', 'questions', 0, 'messages', 'wrong', 'body']",0,Supervised ML trained on remote sensing and labeled access data can estimate electrification status and prioritize interventions.,3428e13c86b093783bacf77586bdd66181656c13b03b6966d097993c0394e723
"['segments', 0, 'content', 'questions', 1, 'prompt']",0,Which of the following is a necessary condition for using energy data to support gender-transformative policy design?,039e1121a52f801db2d8b28f9722272fd435cba4efd7471bbd9e569468bf589f
"['segments', 0, 'content', 'questions', 1, 'options', 0, 'value']",0,Aggregated national energy supply figures,bbef4a5988a6c043ada026a441b2703569f6b9574176a7a90d26cb673b01d079
"['segments', 0, 'content', 'questions', 1, 'options', 1, 'value']",0,Smart meter deployment in capital cities,f2573837c82bbd3855020e2c68a4eec21bb8c7ec370859d849f4e9498ef937d2
"['segments', 0, 'content', 'questions', 1, 'options', 2, 'value']",0,"Disaggregated data across gender, income, and location",4f9b17bd49be85ab8a59721f5c8730f4665d5d4f7715d46e11368ac7cb3ddd40
"['segments', 0, 'content', 'questions', 1, 'options', 3, 'value']",0,Technical capacity in the private sector,25c3106d3ed215d6bef125175faed8fba5e8399138c79484048398c4a662e07d
"['segments', 0, 'content', 'questions', 1, 'messages', 'correct', 'title']",0,Correct,aca01a1a3a27d35c264a8104b0f2817aa31a8a29f8eec1e6cceddc6ac208c723
"['segments', 0, 'content', 'questions', 1, 'messages', 'correct', 'body']",0,"Only disaggregated data can reveal energy access inequalities and support targeted, gender-responsive policies.",79bba6d095a791fb23652abf13c5b7027ab3404c5329feec45b4017714c384f6
"['segments', 0, 'content', 'questions', 1, 'messages', 'wrong', 'title']",0,Incorrect,a8a57dbc076774bf9ccc791d7f0d74fada5e36e20004eb080d5de7773ba17de2
"['segments', 0, 'content', 'questions', 1, 'messages', 'wrong', 'body']",0,"Only disaggregated data can reveal energy access inequalities and support targeted, gender-responsive policies.",79bba6d095a791fb23652abf13c5b7027ab3404c5329feec45b4017714c384f6
"['segments', 0, 'content', 'questions', 2, 'prompt']",0,You are supporting a PM&E strategy for a regional clean cooking program.,67818c6fd5a352902ec21624e4ef5a9dcdfc516c6c9e3c4997ec0ac72cc1371d
"['segments', 0, 'content', 'questions', 2, 'prompt']",1,Which of the following indicators would provide actionable insights into intersectional equity?,89087efc82a51e091cec6da5c4e238f5d65c1f46fe28376ee755fee2d427d3b4
"['segments', 0, 'content', 'questions', 2, 'options', 0, 'value']",0,LPG consumption in rural vs urban areas,33318c8d699440acdc9b64755bfd260054c2b3c38012caf60b3d779648774c80
"['segments', 0, 'content', 'questions', 2, 'options', 1, 'value']",0,Stove emissions data only,672b839927ccd5020ce57452c6426a4aefe327ab38234be8689d1550b86be6a2
"['segments', 0, 'content', 'questions', 2, 'options', 2, 'value']",0,Average fuel cost per kilogram,90b861845b598797ebfc8bcaff67ae6ba2b9a342475ac5ffa9c2c90e749e993d
"['segments', 0, 'content', 'questions', 2, 'options', 3, 'value']",0,Time poverty burden for women in woodfuel-dependent households,d14bd9756a9ecb8e0188305ca474762b4508f742bba1efc5ae82889f16cf6d69
"['segments', 0, 'content', 'questions', 2, 'messages', 'correct', 'title']",0,Correct,aca01a1a3a27d35c264a8104b0f2817aa31a8a29f8eec1e6cceddc6ac208c723
"['segments', 0, 'content', 'questions', 2, 'messages', 'correct', 'body']",0,Time poverty reveals structural burdens faced by women and is critical for intersectional energy planning.,c77c0077d0a72183eb5074184e5bde83cccf0b8e19541830d714a9d645cfac7e
"['segments', 0, 'content', 'questions', 2, 'messages', 'wrong', 'title']",0,Incorrect,a8a57dbc076774bf9ccc791d7f0d74fada5e36e20004eb080d5de7773ba17de2
"['segments', 0, 'content', 'questions', 2, 'messages', 'wrong', 'body']",0,Time poverty reveals structural burdens faced by women and is critical for intersectional energy planning.,c77c0077d0a72183eb5074184e5bde83cccf0b8e19541830d714a9d645cfac7e
"['segments', 0, 'content', 'questions', 3, 'prompt']",0,Which principle of the UN Fundamental Principles of Official Statistics is most directly threatened when private smart meter data is used without clear consent or anonymization?,01f856d16013db97c4c9f6b42498f4298a85b523024eb7dfc32242a604901aad
"['segments', 0, 'content', 'questions', 3, 'options', 0, 'value']",0,Principle 2: Professional and ethical methods,04e86045bacd837ad8349d4d6e8f5d6800697e81596ae30a68619054784f7b3c
"['segments', 0, 'content', 'questions', 3, 'options', 1, 'value']",0,Principle 4: Right to comment on misinterpretation,710a0a5f6ec22c4da1011496c5f283976f0a5fd9f3f684851d6f15ece1349136
"['segments', 0, 'content', 'questions', 3, 'options', 2, 'value']",0,Principle 7: Transparency of laws,e4d710a92fbeb7c3d65de26767a9c23502122d8353b617d60baf41cbb474ef63
"['segments', 0, 'content', 'questions', 3, 'options', 3, 'value']",0,Principle 10: International cooperation,97efc54467b50923fe973dce811d33ed7e9e7e90a3d9178ccb986a4bc983a840
"['segments', 0, 'content', 'questions', 3, 'messages', 'correct', 'title']",0,Correct,aca01a1a3a27d35c264a8104b0f2817aa31a8a29f8eec1e6cceddc6ac208c723
"['segments', 0, 'content', 'questions', 3, 'messages', 'correct', 'body']",0,Using personal data without safeguards breaches professional ethics and undermines trust.,a1c9fb745e048b29c984518a0a3a96cb8845f7393b8787e36e852ee6d5803174
"['segments', 0, 'content', 'questions', 3, 'messages', 'wrong', 'title']",0,Incorrect,a8a57dbc076774bf9ccc791d7f0d74fada5e36e20004eb080d5de7773ba17de2
"['segments', 0, 'content', 'questions', 3, 'messages', 'wrong', 'body']",0,Using personal data without safeguards breaches professional ethics and undermines trust.,a1c9fb745e048b29c984518a0a3a96cb8845f7393b8787e36e852ee6d5803174
"['segments', 0, 'content', 'questions', 4, 'prompt']",0,A government wants to use machine learning to target electricity subsidies.,a69615f1600453040fcd5426c4c240bc7ef3085a62741239c447606b47dd6b64
"['segments', 0, 'content', 'questions', 4, 'prompt']",1,What is a key ethical risk if training data is drawn only from urban consumers?,cffe0aa6fd41c967bcb285b7b667545422ceed1f6bd0d48cdc7dc00589566c1f
"['segments', 0, 'content', 'questions', 4, 'options', 0, 'value']",0,Overfitting the model to low-income contexts,5f912da95326ea197658f3f31f85a435534ac01fe0196a435381211bb840792c
"['segments', 0, 'content', 'questions', 4, 'options', 1, 'value']",0,Over-subsidizing rural areas,c4e79a3d047158d4f982a9ebd644302d7a54b1658b1f4cc68c1112a6e8b57f4a
