json_path,sentence_idx,sentence_text,sentence_hash
"['segments', 0, 'content', 'lesson', 'label']",0,Lesson,6e2b26d9de4033b952bd242f69b798420ee887151b937f394efc23252c78af74
"['segments', 0, 'content', 'title']",0,"Fundamentals of Project Planning, Monitoring, and Evaluation",448d1f34055cb86588b7e64c8a7068bc60dab7564d928166edc8baa7484ea809
"['segments', 0, 'content', 'intro']",0,M7: Data In Sustainable Energy,b1d3eec8979c8c0772b8697b760d89b2e52cd11a07f29031a8297950fc2e3165
"['segments', 1, 'content', 'text_elements', 0, 'content', 'text']",0,<strong>Lesson 2 Overview</strong>,cbd93531c3d07968c77264635336e16f6305632a733972cc29b5910fcbf562fe
"['segments', 1, 'content', 'text_elements', 1, 'content', 'text']",0,"In the energy sector, planning, monitoring, and evaluation play crucial roles in assessing the effectiveness and progress of energy-related initiatives, programs, and policies.",963f1b8e76b27980da5eec83364245943622f33721c908dbdd14a2508567d15c
"['segments', 1, 'content', 'text_elements', 1, 'content', 'text']",1,"It is worth noting that this section is written from a UNDP, public stakeholder, or evaluator perspective; it would have a different meaning for a company building an energy project.",ab2bbf1a2250d7d3197eefa97122b752e6a32da441e643864eb76f9f927d3fa9
"['segments', 2, 'content', 'title']",0,Key Concepts,c2d735625914769cfb8da9d0483242e8ce2a4073e84e15c58f7d94895e619c80
"['segments', 2, 'content', 'intro']",0,Explore foundational ideas from this lesson.,e59e16c52ecd6c20b01ba55d715e8c86959b4d565ebcedc9a031dbe2fa71b01f
"['segments', 2, 'content', 'concepts', 0, 'title']",0,evidence-based decision making,c6b3f694a1fbd7e09f039a80bf99e4df2d8a48ad97ef761e8eb05626153c2323
"['segments', 2, 'content', 'concepts', 0, 'body']",0,"Evidence-based decision making is the process of making choices based on the best available, well-researched evidence, rather than intuition or personal experience.",7fe42ae79dfb582e3febb37ace75d5df813ec3c799d46aac40948bef2053a86d
"['segments', 2, 'content', 'concepts', 1, 'title']",0,outcome-focused effectiveness,6874c026664249c5c85f1d5780df47a0e463c80c0e13d117023df65b53b3ba01
"['segments', 2, 'content', 'concepts', 1, 'body']",0,"Outcome-focused effectiveness refers to the evaluation of success based on the results or impacts achieved, rather than the processes or activities undertaken to achieve them.",037d7d63f8049ec39abf025a4f4e7e62dabc1f6609c280b907d4b558aa55de9f
"['segments', 2, 'content', 'concepts', 2, 'title']",0,stakeholder inclusivity,643761d0e390be4ae61238cad58c290811843ccb12a3fc7307aae94291f6fed2
"['segments', 2, 'content', 'concepts', 2, 'body']",0,"Stakeholder inclusivity refers to the practice of actively involving all relevant parties, such as community members, employees, customers, and other affected groups, in decision-making processes to ensure diverse perspectives and interests are considered.",3056337dfd6620e0a5137744eb2ffe1f0c1cfc20e5471656bf6bd5abe3512f8d
"['segments', 3, 'content', 'text_elements', 0, 'content', 'text']",0,"<strong>Planning</strong> in the energy sector is defined as the formulation of goals, objectives, and strategies to address energy challenges .",d6f4fcb5f3491b993d9c1d9a45239fac0cbfbd99e8c4619bbc85e84d7a03c47c
